,Destination,Price(€),Date,Airline Company,Departure Time,Connection,Class
344,Tel Aviv,59,Sun 20 Nov,easyJet,2155,2 stops,Economy
345,London,59,Thu 10 Nov,Wizz Air,01251,1 stop,Economy
346,Tel Aviv,592,Fri 26 Aug,easyJet,2155,1 stop,Economy
347,London,59,Sat 26 Nov,Wizz Air,01251,2 stops,Economy
348,Tel Aviv,62,Fri 9 Sep,Ryanair,1810,1 stop,Economy
349,London,62,Sat 3 Dec,Wizz Air,2145,2 stops • Change airport,Economy
350,Tel Aviv,622,Fri 9 Sep,easyJet,1515,2 stops • Change airport,Economy
351,London,62,Sat 12 Nov,Ryanair,1850,2 stops,Economy
352,Tel Aviv,631,Fri 2 Sep,easyJet,1810,2 stops • Change airport,Economy
353,London,63,Fri 30 Sep,Ryanair,2145,2 stops,Economy
354,Tel Aviv,642,Fri 30 Sep,easyJet,1055,2 stops • Change airport,Economy
355,Málaga,64,Wed 26 Oct,Ryanair,1915,1 stop,Economy
356,Tel Aviv,682,Tue 25 Oct,Wizz Air,1055,2 stops,Economy
357,Málaga,68,Tue 18 Oct,Ryanair,1915,2 stops • Change airport,Economy
358,Tel Aviv,602,Thu 27 Oct,Wizz Air,2220,2 stops,Economy
359,Málaga,60,Tue 18 Oct,Ryanair,10001,2 stops • Change airport,Economy
360,Tel Aviv,86,Sat 15 Oct,Wizz Air,1055,3 stops,Economy
361,Málaga,86,Fri 21 Oct,Vueling,1935,2 stops,Economy
362,Tel Aviv,70,Wed 12 Oct,Wizz Air,1150,1 stop,Economy
363,Málaga,70,Thu 27 Oct,Ryanair,2300,1 stop,Economy
364,Tel Aviv,831,Sat 15 Oct,Wizz Air,1400,2 stops • Change airport,Economy
365,Málaga,83,Fri 14 Oct,Wizz Air,2340,1 stop,Economy
366,Tel Aviv,85,Tue 25 Oct,Ryanair,1400,2 stops,Economy
367,Málaga,85,Sat 15 Oct,Ryanair,2335,3 stops,Economy
368,Tel Aviv,70,Sat 15 Oct,Wizz Air,2105,1 stop,Economy
369,Málaga,70,Wed 19 Oct,Ryanair,08401,2 stops,Economy
370,Tel Aviv,703,Fri 14 Oct,easyJet,2105,1 stop,Economy
371,Málaga,70,Fri 14 Oct,Ryanair,08401,1 stop,Economy
372,Tel Aviv,742,Mon 27 Mar,Wizz Air,2230,1 stop,Economy
373,Málaga,74,Thu 8 Dec,easyJet,09451,1 stop,Economy
374,Tel Aviv,711,Tue 13 Sep,Ryanair,2220,Direct,Economy
375,Málaga,71,Sat 17 Sep,easyJet,10001,Direct,Economy
376,Tel Aviv,712,Thu 26 Jan,Ryanair,0950,Direct,Economy
377,Málaga,71,Wed 14 Sep,Wizz Air UK,2140,Direct,Economy
378,Tel Aviv,731,Sat 17 Sep,Ryanair,2105,Direct,Economy
379,Málaga,73,Thu 19 Jan,Wizz Air,08401,Direct,Economy
380,Tel Aviv,631,Sat 17 Sep,Ryanair,1945,Direct,Economy
381,Málaga,63,Tue 10 Jan,Ryanair,08401,Direct,Economy
382,Tel Aviv,74,Thu 12 Jan,Ryanair,2105,Direct,Economy
383,Málaga,74,Thu 9 Mar,Wizz Air,08401,Direct,Economy
384,Tel Aviv,67,Tue 13 Dec,easyJet,2045,Direct,Economy
385,Málaga,67,Sat 15 Oct,Ryanair,09201,Direct,Economy
386,Tel Aviv,952,Sun 29 Jan,Ryanair,1145,Direct,Economy
387,Málaga,95,Tue 7 Mar,easyJet,2050,Direct,Economy
388,Tel Aviv,60,Mon 30 Jan,Wizz Air,1950,Direct,Economy
389,Málaga,60,Mon 23 Jan,Vueling,09201,Direct,Economy
390,Tel Aviv,91,Fri 20 Jan,easyJet,1400,Direct,Economy
391,Málaga,91,Mon 6 Feb,Ryanair,2340,Direct,Economy
392,Tel Aviv,701,Sat 21 Jan,Ryanair,2145,Direct,Economy
393,Málaga,70,Mon 30 Jan,Ryanair,10101,Direct,Economy
394,Tel Aviv,77,Mon 20 Feb,easyJet,2105,Direct,Economy
395,Málaga,77,Tue 31 Jan,Ryanair,08401,Direct,Economy
396,Tel Aviv,751,Sun 16 Oct,Wizz Air,0755,Direct,Economy
397,Málaga,75,Tue 31 Jan,Ryanair,1950,Direct,Economy
398,Tel Aviv,91,Mon 9 Jan,Ryanair,1055,Direct,Economy
399,Málaga,91,Mon 13 Feb,Ryanair,2050,Direct,Economy
400,Tel Aviv,931,Wed 1 Feb,Ryanair,1400,Direct,Economy
401,Málaga,93,Tue 7 Feb,Ryanair,2340,Direct,Economy
402,Tel Aviv,69,Fri 27 Jan,Ryanair,2050,Direct,Economy
403,Málaga,69,Sat 14 Jan,Ryanair,09351,Direct,Economy
404,Tel Aviv,812,Mon 23 Jan,Ryanair,2230,2 stops,Economy
405,Málaga,81,Mon 16 Jan,easyJet,09451,2 stops,Economy
406,Tel Aviv,94,Sat 28 Jan,easyJet,1400,2 stops,Economy
407,Málaga,94,Tue 10 Jan,Wizz Air,2340,2 stops,Economy
408,Tel Aviv,953,Sat 22 Oct,Ryanair,1215,2 stops,Economy
409,Málaga,95,Sat 12 Nov,easyJet,2150,2 stops,Economy
410,Tel Aviv,702,Tue 18 Oct,Ryanair,2050,2 stops,Economy
411,Málaga,70,Tue 25 Oct,Ryanair,09351,2 stops,Economy
412,Tel Aviv,932,Sat 26 Nov,Ryanair,1055,2 stops,Economy
413,Málaga,93,Fri 18 Nov,Ryanair,2050,2 stops,Economy
414,Tel Aviv,593,Fri 11 Nov,Ryanair,1125,2 stops,Economy
415,Madrid,59,Sat 27 Aug,Ryanair,1820,2 stops,Economy
416,Tel Aviv,591,Sun 28 Aug,Wizz Air,1125,2 stops,Economy
417,Madrid,59,Sat 10 Sep,Ryanair,1820,2 stops,Economy
418,Tel Aviv,63,Sat 3 Sep,easyJet,1125,1 stop,Economy
419,Madrid,63,Sat 27 Aug,Ryanair,1820,2 stops,Economy
420,Tel Aviv,70,Sun 28 Aug,easyJet,1125,2 stops,Economy
421,Madrid,70,Sun 4 Sep,Ryanair,1820,2 stops,Economy
422,Tel Aviv,723,Sun 11 Sep,Ryanair,1125,3 stops,Economy
423,Madrid,72,Sat 10 Sep,Ryanair,1820,2 stops,Economy
424,Tel Aviv,723,Sun 4 Sep,easyJet,1125,1 stop,Economy
425,Madrid,72,Sat 3 Sep,Ryanair,1820,2 stops,Economy
426,Tel Aviv,73,Sat 17 Sep,easyJet,1125,1 stop,Economy
427,Madrid,73,Sun 18 Sep,Ryanair,1820,1 stop,Economy
428,Tel Aviv,60,Thu 25 Aug,easyJet,1205,2 stops,Economy
429,Madrid,60,Tue 30 Aug,easyJet,2040,2 stops,Economy
430,Tel Aviv,75,Sun 11 Sep,Ryanair,1305,1 stop,Economy
431,Madrid,75,Sat 23 Jul,easyJet,2005,1 stop,Economy
432,Tel Aviv,75,Thu 8 Sep,Ryanair,1305,1 stop,Economy
433,Madrid,75,Sun 4 Sep,Aegean,2005,1 stop,Economy
434,Tel Aviv,613,Sat 30 Jul,Scoot,1055,1 stop,Economy
435,Madrid,61,Mon 8 May,Aegean,1945,1 stop,Economy
436,Tel Aviv,591,Sun 31 Jul,Scoot,1405,1 stop,Economy
437,Madrid,59,Tue 6 Sep,Aegean,2335,1 stop,Economy
438,Tel Aviv,63,Tue 25 Oct,Scoot,1255,1 stop,Economy
439,Madrid,63,Sat 17 Sep,Aegean,2155,1 stop,Economy
440,Tel Aviv,67,Thu 25 Aug,Scoot,1150,1 stop,Economy
441,Madrid,67,Mon 20 Feb,Aegean,2025,1 stop,Economy
442,Tel Aviv,67,Mon 14 Nov,Scoot,1150,1 stop,Economy
443,Madrid,67,Mon 13 Feb,Aegean,2025,1 stop,Economy
444,Tel Aviv,68,Mon 6 Feb,Scoot,1205,1 stop,Economy
445,Madrid,68,Tue 31 Jan,Aegean,2040,1 stop,Economy
446,Tel Aviv,711,Tue 24 Jan,Scoot,1310,1 stop,Economy
447,Madrid,71,Tue 7 Mar,Aegean,2125,1 stop,Economy
448,Tel Aviv,672,Tue 17 Jan,Scoot,1055,1 stop,Economy
449,Madrid,67,Tue 22 Nov,Aegean,1945,1 stop,Economy
450,Tel Aviv,76,Tue 7 Feb,Scoot,1255,1 stop,Economy
451,Madrid,76,Tue 8 Nov,Aegean,2040,1 stop,Economy
452,Tel Aviv,82,Tue 14 Mar,Scoot,1305,1 stop,Economy
453,Madrid,82,Tue 28 Feb,Aegean,2005,1 stop,Economy
454,Tel Aviv,70,Tue 15 Nov,Scoot,1205,1 stop,Economy
455,Madrid,70,Tue 14 Feb,Aegean,2040,1 stop,Economy
456,Tel Aviv,701,Tue 13 Dec,Scoot,1205,1 stop,Economy
457,Madrid,70,Tue 10 Jan,Aegean,2040,1 stop,Economy
458,Tel Aviv,731,Mon 23 Jan,Scoot,1310,1 stop,Economy
459,Madrid,73,Thu 9 Feb,Aegean,2125,1 stop,Economy
460,Tel Aviv,80,Thu 23 Mar,Scoot,1220,1 stop,Economy
461,Madrid,80,Wed 26 Oct,Aegean,2000,1 stop,Economy
462,Tel Aviv,862,Tue 21 Mar,Scoot,1125,1 stop,Economy
463,Madrid,86,Thu 26 Jan,Aegean,1820,1 stop,Economy
464,Tel Aviv,812,Thu 2 Feb,Scoot,1220,2 stops,Economy
465,Madrid,81,Tue 29 Nov,Aegean,2000,2 stops,Economy
466,Tel Aviv,882,Mon 6 Feb,Scoot,1125,2 stops,Economy
467,Madrid,88,Sun 4 Dec,Aegean,1820,2 stops,Economy
468,Tel Aviv,88,Thu 1 Dec,Scoot,1310,2 stops,Economy
469,Madrid,88,Mon 12 Dec,Aegean,2005,2 stops,Economy
470,Tel Aviv,68,Sat 22 Oct,Scoot,1405,2 stops,Economy
471,Madrid,68,Mon 28 Nov,Aegean,2335,2 stops,Economy
472,Tel Aviv,69,Sun 12 Mar,Scoot,1405,2 stops,Economy
473,Madrid,69,Thu 8 Dec,Aegean,2335,2 stops,Economy
474,Tel Aviv,200,Thu 19 Jan,Scoot,0520,2 stops,Economy
475,Singapore,200,Tue 21 Feb,Aegean,03301,3 stops,Economy
476,Tel Aviv,2021,Sat 11 Mar,Scoot,0520,2 stops,Economy
477,Singapore,202,Tue 7 Mar,Aegean,03301,2 stops,Economy
478,Tel Aviv,2041,Sat 18 Feb,Scoot,0520,2 stops,Economy
479,Singapore,204,Tue 21 Mar,Aegean,03301,3 stops,Economy
480,Tel Aviv,2072,Tue 28 Feb,Scoot,0520,3 stops,Economy
481,Singapore,207,Tue 14 Mar,Aegean,03301,2 stops,Economy
482,Tel Aviv,2112,Sat 18 Mar,Scoot,0520,3 stops,Economy
483,Singapore,211,Tue 29 Nov,Aegean,03301,2 stops,Economy
484,Tel Aviv,2112,Tue 24 Jan,Scoot,0520,3 stops,Economy
485,Singapore,211,Tue 31 Jan,Aegean,03301,2 stops,Economy
486,Tel Aviv,2111,Sun 4 Sep,Scoot,0520,2 stops,Economy
487,Singapore,211,Tue 17 Jan,Aegean,03301,2 stops,Economy
488,Tel Aviv,2111,Sat 28 Jan,Scoot,0520,2 stops,Economy
489,Singapore,211,Sat 4 Mar,Aegean,03301,3 stops,Economy
490,Tel Aviv,2111,Tue 24 Jan,Scoot,0520,3 stops,Economy
491,Singapore,211,Tue 21 Feb,Aegean,03301,1 stop,Economy
492,Tel Aviv,2171,Tue 21 Feb,Scoot,0520,1 stop,Economy
493,Singapore,217,Sun 28 Aug,Aegean,03301,1 stop,Economy
494,Tel Aviv,2351,Sat 26 Nov,Scoot,0520,1 stop,Economy
495,Singapore,235,Tue 7 Mar,Aegean,03301,3 stops,Economy
496,Tel Aviv,2351,Tue 7 Mar,Scoot,0520,2 stops,Economy
497,Singapore,235,Thu 23 Mar,Aegean,03301,1 stop,Economy
498,Tel Aviv,2382,Tue 6 Dec,Scoot,0520,1 stop,Economy
499,Singapore,238,Sat 18 Feb,Aegean,03301,1 stop,Economy
500,Tel Aviv,2462,Sun 11 Sep,Scoot,0520,1 stop,Economy
501,Singapore,246,Tue 21 Mar,Aegean,03301,2 stops • Change airport,Economy
502,Tel Aviv,2462,Mon 17 Oct,Scoot,0520,1 stop,Economy
503,Singapore,246,Sat 17 Sep,Aegean,03301,1 stop,Economy
504,Tel Aviv,2461,Mon 19 Sep,Scoot,0520,1 stop,Economy
505,Singapore,246,Sat 15 Oct,Aegean,03301,1 stop,Economy
506,Tel Aviv,2691,Wed 12 Oct,Scoot,0520,1 stop,Economy
507,Singapore,269,Thu 27 Oct,Aegean,03301,2 stops,Economy
508,Tel Aviv,2692,Sat 29 Oct,Scoot,0520,1 stop,Economy
509,Singapore,269,Sun 11 Sep,Aegean,03301,2 stops,Economy
510,Tel Aviv,2722,Sat 15 Oct,Scoot,0520,1 stop,Economy
511,Singapore,272,Wed 15 Feb,Aegean,03301,1 stop,Economy
512,Tel Aviv,2771,Mon 17 Oct,Scoot,0520,2 stops,Economy
513,Singapore,277,Tue 25 Oct,Aegean,03301,1 stop,Economy
514,Tel Aviv,2042,Wed 25 Jan,Scoot,2010,1 stop,Economy
515,Singapore,204,Wed 1 Mar,Aegean,0330,1 stop,Economy
516,Tel Aviv,2041,Tue 27 Sep,Scoot,2010,1 stop,Economy
517,Singapore,204,Wed 1 Feb,Indonesia AirAsia,0330,2 stops,Economy
518,Tel Aviv,2071,Mon 24 Oct,Aegean,2010,2 stops,Economy
519,Singapore,207,Mon 17 Oct,Scoot,0330,1 stop,Economy
520,Tel Aviv,2072,Fri 14 Oct,Jetstar Asia Airways,2010,1 stop,Economy
521,Singapore,207,Fri 16 Sep,Aegean,0330,1 stop,Economy
522,Tel Aviv,2072,Mon 29 Aug,Scoot,2010,1 stop,Economy
523,Singapore,207,Sun 18 Sep,Indonesia AirAsia,0330,1 stop,Economy
524,Tel Aviv,2841,Sat 15 Oct,Aegean,0520,1 stop,Economy
525,Singapore,284,Fri 30 Sep,Scoot,03301,1 stop,Economy
526,Tel Aviv,2842,Fri 18 Nov,Indonesia AirAsia,0520,1 stop,Economy
527,Singapore,284,Tue 11 Oct,Aegean,03301,1 stop,Economy
528,Tel Aviv,2111,Sun 23 Oct,Scoot,2010,1 stop,Economy
529,Singapore,211,Sat 27 Aug,Indonesia AirAsia,0330,2 stops,Economy
530,Tel Aviv,2112,Wed 12 Oct,Aegean,2010,2 stops,Economy
531,Singapore,211,Sun 16 Oct,Scoot,0330,1 stop,Economy
532,Tel Aviv,289,Tue 25 Oct,Aegean,0520,2 stops,Economy
533,Denpasar,289,Wed 26 Oct,Scoot,09551,2 stops,Economy
534,Tel Aviv,2901,Mon 17 Oct,Indonesia AirAsia,0520,1 stop,Economy
535,Denpasar,290,Thu 13 Oct,Aegean,09551,2 stops,Economy
536,Tel Aviv,2902,Mon 24 Oct,Scoot,0520,1 stop,Economy
537,Denpasar,290,Tue 18 Oct,Aegean,09551,2 stops,Economy
538,Tel Aviv,2902,Mon 17 Oct,Scoot,0520,1 stop,Economy
539,Denpasar,290,Sat 22 Oct,Aegean,09551,2 stops,Economy
540,Tel Aviv,2943,Fri 21 Oct,Scoot,0520,1 stop,Economy
541,Denpasar,294,Sat 22 Oct,Aegean,09551,2 stops,Economy
542,Tel Aviv,2951,Mon 17 Oct,Scoot,0520,2 stops,Economy
543,Denpasar,295,Sat 22 Oct,Jetstar Asia Airways,09551,2 stops,Economy
544,Tel Aviv,2961,Sat 22 Oct,Aegean,0520,2 stops,Economy
545,Denpasar,296,Sat 28 Jan,Scoot,09551,2 stops,Economy
546,Tel Aviv,2982,Sat 14 Jan,Jetstar Asia Airways,0520,2 stops,Economy
547,Denpasar,298,Mon 24 Oct,Aegean,09551,2 stops,Economy
548,Tel Aviv,3042,Sat 11 Feb,Scoot,0520,2 stops,Economy
549,Denpasar,304,Mon 16 Jan,Aegean,09551,2 stops,Economy
550,Tel Aviv,305,Mon 12 Sep,Scoot,0520,2 stops,Economy
551,Denpasar,305,Tue 31 Jan,Jetstar Asia Airways,09551,2 stops,Economy
552,Tel Aviv,3242,Mon 24 Oct,Aegean,0520,2 stops,Economy
553,Denpasar,324,Sat 21 Jan,Scoot,09551,2 stops,Economy
554,Tel Aviv,3261,Sat 15 Oct,Aegean,0520,2 stops,Economy
555,Denpasar,326,Thu 27 Oct,Scoot,09551,2 stops,Economy
556,Tel Aviv,2861,Tue 14 Feb,Aegean,0520,2 stops,Economy
557,Denpasar,286,Wed 3 May,Scoot,15001,2 stops,Economy
558,Tel Aviv,3271,Sun 5 Feb,Wizz Air,0520,2 stops,Economy
559,Denpasar,327,Sat 26 Nov,Wizz Air,09551,2 stops,Economy
560,Tel Aviv,2882,Sat 3 Dec,Wizz Air,0520,2 stops,Economy
561,Denpasar,288,Sat 4 Mar,Wizz Air,15001,2 stops,Economy
562,Tel Aviv,2882,Tue 21 Feb,Wizz Air,0520,2 stops,Economy
563,Denpasar,288,Tue 7 Mar,Wizz Air,15001,2 stops,Economy
564,Tel Aviv,291,Tue 14 Mar,Wizz Air,0520,1 stop,Economy
565,Denpasar,291,Sun 4 Sep,Wizz Air,15001,1 stop,Economy
566,Tel Aviv,2683,Tue 21 Mar,Wizz Air,0520,1 stop,Economy
567,Denpasar,268,Sun 28 Aug,TUS Airways,18051,1 stop,Economy
568,Tel Aviv,2931,Sat 27 Aug,Wizz Air,0520,1 stop,Economy
569,Denpasar,293,Tue 28 Feb,Wizz Air,15001,1 stop,Economy
570,Tel Aviv,2702,Sun 11 Sep,Wizz Air,0520,2 stops,Economy
571,Denpasar,270,Sun 18 Sep,Wizz Air,18051,2 stops,Economy
572,Tel Aviv,273,Sat 23 Jul,TUS Airways,0520,2 stops,Economy
573,Denpasar,273,Sat 18 Feb,Wizz Air,18051,2 stops,Economy
574,Tel Aviv,3471,Thu 25 Aug,Wizz Air,0520,1 stop,Economy
575,Denpasar,347,Sat 17 Sep,Aegean,09551,Direct,Economy
576,Tel Aviv,3482,Sat 30 Jul,Aegean,0520,Direct,Economy
577,Denpasar,348,Sat 3 Sep,Aegean,09551,Direct,Economy
578,Tel Aviv,3492,Sun 31 Jul,Aegean,0520,Direct,Economy
579,Denpasar,349,Sat 23 Jul,Aegean,09551,Direct,Economy
580,Tel Aviv,284,Tue 24 Jan,Aegean,0520,Direct,Economy
581,Denpasar,284,Sat 12 Nov,Aegean,18051,Direct,Economy
582,Tel Aviv,3572,Mon 31 Oct,Aegean,0520,Direct,Economy
583,Denpasar,357,Fri 18 Nov,Aegean,09551,Direct,Economy
584,Tel Aviv,3582,Sat 19 Nov,Aegean,0520,Direct,Economy
585,Denpasar,358,Sat 5 Nov,Aegean,09551,Direct,Economy
586,Tel Aviv,3602,Fri 11 Nov,Aegean,0520,Direct,Economy
587,Denpasar,360,Sat 10 Sep,Aegean,09551,Direct,Economy
588,Tel Aviv,2962,Sat 18 Mar,Aegean,0520,Direct,Economy
589,Denpasar,296,Tue 31 Jan,Aegean,18051,Direct,Economy
590,Tel Aviv,182,Sun 25 Sep,Aegean,1805,Direct,Economy
591,Heraklion,18,Thu 13 Oct,Aegean,1955,Direct,Economy
592,Tel Aviv,27,Wed 22 Mar,Aegean,1805,Direct,Economy
593,Heraklion,27,Wed 1 Feb,Aegean,1955,Direct,Economy
594,Tel Aviv,431,Thu 2 Feb,Aegean,1805,Direct,Economy
595,Heraklion,43,Wed 8 Feb,Aegean,1955,Direct,Economy
596,Tel Aviv,48,Wed 22 Feb,Aegean,1755,Direct,Economy
597,Heraklion,48,Mon 12 Dec,Aegean,1945,Direct,Economy
598,Tel Aviv,481,Wed 1 Feb,Aegean,1805,Direct,Economy
599,Heraklion,48,Tue 31 Jan,Aegean,2000,Direct,Economy
600,Tel Aviv,59,Tue 13 Dec,Aegean,1805,Direct,Economy
601,Heraklion,59,Tue 7 Feb,Aegean,1955,Direct,Economy
602,Tel Aviv,652,Mon 12 Dec,Aegean,1805,Direct,Economy
603,Heraklion,65,Wed 14 Dec,Aegean,1955,Direct,Economy
604,Tel Aviv,68,Mon 6 Mar,Aegean,1805,Direct,Economy
605,Heraklion,68,Tue 14 Feb,Aegean,1955,1 stop,Economy
606,Tel Aviv,782,Fri 9 Dec,Aegean,1805,1 stop,Economy
607,Heraklion,78,Wed 8 Mar,Aegean,1955,1 stop,Economy
608,Tel Aviv,78,Mon 6 Mar,Aegean,0725,1 stop,Economy
609,Heraklion,78,Tue 13 Dec,Israir,0915,1 stop,Economy
610,Tel Aviv,891,Thu 16 Feb,Egyptair,1805,1 stop,Economy
611,Heraklion,89,Thu 2 Feb,Israir,1955,1 stop,Economy
612,Tel Aviv,891,Tue 6 Dec,Egyptair,1805,1 stop,Economy
613,Heraklion,89,Mon 28 Nov,Israir,2000,1 stop,Economy
614,Tel Aviv,892,Fri 2 Dec,Egyptair,1805,1 stop,Economy
615,Heraklion,89,Mon 21 Nov,Israir,2000,1 stop,Economy
616,Tel Aviv,891,Mon 14 Nov,Egyptair,1805,1 stop,Economy
617,Heraklion,89,Mon 21 Nov,Israir,2000,1 stop,Economy
618,Tel Aviv,952,Tue 29 Nov,Air Cairo,0725,1 stop,Economy
619,Heraklion,95,Tue 22 Nov,Israir,0915,1 stop,Economy
620,Tel Aviv,98,Fri 2 Dec,Egyptair,1805,1 stop,Economy
621,Heraklion,98,Tue 15 Nov,Israir,1955,1 stop,Economy
622,Tel Aviv,981,Mon 23 Jan,Egyptair,1805,1 stop,Economy
623,Heraklion,98,Mon 16 Jan,Israir,2000,1 stop,Economy
624,Tel Aviv,711,Tue 24 Jan,Egyptair,0520,1 stop,Economy
625,Heraklion,71,Tue 31 Jan,Israir,1050,1 stop,Economy
626,Tel Aviv,711,Tue 17 Jan,Air Cairo,0520,1 stop,Economy
627,Heraklion,71,Tue 7 Feb,Wizz Air,1050,1 stop,Economy
628,Tel Aviv,711,Thu 26 Jan,Ryanair,0520,1 stop,Economy
629,Heraklion,71,Wed 18 Jan,Norse Atlantic Airways,1050,1 stop,Economy
630,Tel Aviv,711,Sat 22 Oct,Ryanair,0520,Direct,Economy
631,Heraklion,71,Mon 30 Jan,Norse Atlantic Airways,1050,Direct,Economy
632,Tel Aviv,831,Wed 25 Jan,Ryanair,1940,Direct,Economy
633,Heraklion,83,Tue 10 Jan,Norse Atlantic Airways,2345,Direct,Economy
634,Tel Aviv,831,Mon 23 Jan,Wizz Air,1940,Direct,Economy
635,Heraklion,83,Mon 30 Jan,Norse Atlantic Airways,2345,Direct,Economy
636,Tel Aviv,831,Mon 27 Feb,easyJet,1940,Direct,Economy
637,Heraklion,83,Mon 20 Mar,Norse Atlantic Airways,2345,Direct,Economy
638,Tel Aviv,831,Wed 1 Feb,Wizz Air UK,1940,Direct,Economy
639,Heraklion,83,Tue 21 Feb,Ryanair,2345,Direct,Economy
640,Tel Aviv,841,Tue 14 Feb,Norse Atlantic Airways,1940,Direct,Economy
641,Heraklion,84,Tue 13 Dec,Ryanair,2345,Direct,Economy
642,Tel Aviv,841,Mon 9 Jan,Norse Atlantic Airways,1940,Direct,Economy
643,Heraklion,84,Sat 22 Oct,Wizz Air,2345,Direct,Economy
644,Tel Aviv,841,Sat 15 Oct,Ryanair,1940,Direct,Economy
645,Heraklion,84,Sat 15 Oct,Norse Atlantic Airways,2345,Direct,Economy
646,Tel Aviv,731,Sat 4 Mar,easyJet,0520,Direct,Economy
647,Heraklion,73,Sat 14 Jan,Ryanair,1050,Direct,Economy
648,Tel Aviv,731,Thu 1 Dec,Norse Atlantic Airways,0520,Direct,Economy
649,Heraklion,73,Tue 29 Nov,Wizz Air,1050,Direct,Economy
650,Tel Aviv,1171,Sat 3 Dec,Norse Atlantic Airways,2010,Direct,Economy
651,Cairo,117,Fri 2 Dec,Wizz Air UK,01501,Direct,Economy
652,Tel Aviv,117,Fri 16 Dec,Ryanair UK,2010,Direct,Economy
653,Cairo,117,Tue 20 Dec,Norse Atlantic Airways,01501,Direct,Economy
654,Tel Aviv,1191,Sun 18 Dec,easyJet,2010,Direct,Economy
655,Cairo,119,Wed 14 Dec,Norse Atlantic Airways,01501,Direct,Economy
656,Tel Aviv,119,Sat 17 Dec,Wizz Air UK,2010,Direct,Economy
657,Cairo,119,Tue 6 Dec,easyJet,01501,Direct,Economy
658,Tel Aviv,1191,Mon 12 Dec,Norse Atlantic Airways,2010,Direct,Economy
659,Cairo,119,Tue 13 Dec,Wizz Air UK,01501,Direct,Economy
660,Tel Aviv,119,Mon 5 Dec,Ryanair,2010,1 stop,Economy
661,Cairo,119,Fri 9 Dec,Norse Atlantic Airways,01501,1 stop,Economy
662,Tel Aviv,119,Tue 22 Nov,Wizz Air,2010,1 stop,Economy
663,Cairo,119,Mon 21 Nov,Ryanair,01501,1 stop,Economy
664,Tel Aviv,1191,Wed 7 Dec,Norse Atlantic Airways,2010,1 stop,Economy
665,Cairo,119,Sat 10 Dec,Ryanair,01501,1 stop,Economy
666,Tel Aviv,119,Wed 2 Nov,Norse Atlantic Airways,2010,1 stop,Economy
667,Cairo,119,Tue 15 Nov,Ryanair,01501,1 stop,Economy
668,Tel Aviv,129,Tue 1 Nov,Ryanair UK,2010,1 stop,Economy
669,Cairo,129,Wed 16 Nov,Norse Atlantic Airways,01501,1 stop,Economy
670,Tel Aviv,1291,Sun 6 Nov,Aegean,2010,1 stop,Economy
671,Cairo,129,Mon 7 Nov,Vueling,01501,1 stop,Economy
672,Tel Aviv,1291,Tue 8 Nov,Vueling,2010,1 stop,Economy
673,Cairo,129,Sun 13 Nov,Ryanair,01501,1 stop,Economy
674,Tel Aviv,1361,Mon 14 Nov,Norse Atlantic Airways,2010,1 stop,Economy
675,Cairo,136,Mon 31 Oct,Wizz Air UK,01501,1 stop,Economy
676,Tel Aviv,1371,Mon 26 Dec,Ryanair,2010,1 stop,Economy
677,Cairo,137,Sun 4 Dec,Norse Atlantic Airways,01501,1 stop,Economy
678,Tel Aviv,1391,Sun 11 Dec,Vueling,2010,1 stop,Economy
679,Cairo,139,Sat 5 Nov,Wizz Air,01501,1 stop,Economy
680,Tel Aviv,1421,Tue 18 Oct,Ryanair,2010,1 stop,Economy
681,Cairo,142,Wed 26 Oct,Norse Atlantic Airways,01501,1 stop,Economy
682,Tel Aviv,142,Mon 23 Jan,Wizz Air,2010,1 stop,Economy
683,Cairo,142,Sat 22 Oct,Ryanair,01501,1 stop,Economy
684,Tel Aviv,142,Sat 10 Dec,easyJet,2010,1 stop,Economy
685,Cairo,142,Sat 11 Mar,Norse Atlantic Airways,01501,1 stop,Economy
686,Tel Aviv,154,Mon 30 Jan,Vueling,2010,1 stop,Economy
687,Cairo,154,Mon 5 Dec,Wizz Air,01501,1 stop,Economy
688,Tel Aviv,1541,Mon 6 Feb,Norse Atlantic Airways,2010,Direct,Economy
689,Cairo,154,Sat 18 Mar,Vueling,01501,Direct,Economy
690,Tel Aviv,158,Sat 22 Oct,Vueling,2010,Direct,Economy
691,Cairo,158,Mon 16 Jan,Vueling,01501,Direct,Economy
692,Tel Aviv,1643,Tue 25 Oct,Vueling,1725,Direct,Economy
693,Cairo,164,Sat 19 Nov,Wizz Air,2230,Direct,Economy
694,Tel Aviv,182,Sat 15 Oct,Ryanair,1720,Direct,Economy
695,Cairo,182,Sat 4 Feb,Ryanair,2110,Direct,Economy
696,Tel Aviv,1672,Sat 28 Jan,Ryanair,1725,Direct,Economy
697,Cairo,167,Mon 9 Jan,Ryanair,2230,Direct,Economy
698,Tel Aviv,185,Sat 15 Oct,Ryanair,1720,Direct,Economy
699,Cairo,185,Sat 12 Nov,Ryanair,2110,Direct,Economy
700,Tel Aviv,1582,Sun 29 Jan,Ryanair,1725,Direct,Economy
701,Cairo,158,Sat 11 Feb,Ryanair,2350,Direct,Economy
702,Tel Aviv,189,Sat 14 Jan,Ryanair,1720,Direct,Economy
703,Cairo,189,Sat 26 Nov,Ryanair,2110,Direct,Economy
